Date,SourceCommonName,Persons,Organizations,Locations,Counts,V2Tone,TranslationInfo
20250719143000,lepoint.fr,,artistic of school,"4#Vienna, Wien, Austria#AU#AU09#48.2#16.3667#-1995499;1#Germany#GM#GM#51.5#10.5#GM;4#Dakar, Dakar, Senegal#SG#SG01#14.7367#-17.6339#-2266494;1#Benin#BN#BN#9.5#2.25#BN;1#Belgium#BE#BE#50.833333#4#BE;1#Japan#JA#JA#36#138#JA;1#Mauritius#MP#MP#16#146#MP;1#Rwanda#RW#RW#-2#30#RW",,"2.79269602577873,4.6186895810956,1.82599355531686,6.44468313641246,18.9044038668099,0.966702470461869,862",srclc:fra;eng:GT-FRA 1.0
20250719150000,tell.ng,peter obi;chidi odinkalu,labour party;twitter,"1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-8.52713178294574,1.55038759689922,10.077519379845,11.6279069767442,21.7054263565891,1.03359173126615,360",
20250719150000,tell.ng,peter obi;chidi odinkalu,labour party;twitter,"1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-8.52713178294574,1.55038759689922,10.077519379845,11.6279069767442,21.7054263565891,1.03359173126615,360",
20250719150000,tell.ng,peter obi;chidi odinkalu,labour party;twitter,"1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-8.52713178294574,1.55038759689922,10.077519379845,11.6279069767442,21.7054263565891,1.03359173126615,360",
20250719150000,tell.ng,peter obi;chidi odinkalu,labour party;twitter,"1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-8.52713178294574,1.55038759689922,10.077519379845,11.6279069767442,21.7054263565891,1.03359173126615,360",
20250719150000,tell.ng,peter obi;chidi odinkalu,labour party;twitter,"1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-8.52713178294574,1.55038759689922,10.077519379845,11.6279069767442,21.7054263565891,1.03359173126615,360",
20250719150000,tell.ng,peter obi;chidi odinkalu,labour party;twitter,"1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-8.52713178294574,1.55038759689922,10.077519379845,11.6279069767442,21.7054263565891,1.03359173126615,360",
20250719150000,tell.ng,peter obi;chidi odinkalu,labour party;twitter,"1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-8.52713178294574,1.55038759689922,10.077519379845,11.6279069767442,21.7054263565891,1.03359173126615,360",
20250719130000,africanewsanalysis.com,patrimoine africain;harry mokoka;kevin nyambega;fatoumata diakit;bonface orucho,african union;united states;university of pretoria;national museum;ministry of tourism;kenya cultural centre;national focal team on restitution,"4#Pretoria, Gauteng, South Africa#SF#SF06#-25.7069#28.2294#-1273769;4#Magdala, Amara, Ethiopia#ET#ET46#11.4333#39.2833#-603984;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;4#Cape Town, Western Cape, South Africa#SF#SF11#-33.9167#18.4167#-1217214;1#Nigeria#NI#NI#10#8#NI;1#Finland#FI#FI#64#26#FI;1#Germany#GM#GM#51.5#10.5#GM;1#United States#US#US#39.828175#-98.5795#US;1#Ghana#GH#GH#8#-2#GH;1#Kenya#KE#KE#1#38#KE;1#Rwanda#RW#RW#-2#30#RW;4#Nairobi, Nairobi Area, Kenya#KE#KE05#-1.28333#36.8167#-2258072;1#Ethiopia#ET#ET#8#38#ET;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML;1#South Africa#SF#SF#-30#26#SF;1#Netherlands#NL#NL#52.5#5.75#NL;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;1#Niger#NG#NG#16#8#NG",,"-0.185701021355618,2.59981429897864,2.78551532033426,5.38532961931291,17.2701949860724,0.928505106778087,980",
20250928040000,nigerianeye.com,julius abure;obiora ifoh,nnamdi azikiwe international airport;labour party,"4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013;1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN",,"-2.96495956873315,3.77358490566038,6.73854447439353,10.5121293800539,21.5633423180593,1.34770889487871,343",
20250928040000,nigerianeye.com,julius abure;obiora ifoh,nnamdi azikiwe international airport;labour party,"4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013;1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN",,"-2.96495956873315,3.77358490566038,6.73854447439353,10.5121293800539,21.5633423180593,1.34770889487871,343",
20250928040000,nigerianeye.com,julius abure;obiora ifoh,nnamdi azikiwe international airport;labour party,"4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013;1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN",,"-2.96495956873315,3.77358490566038,6.73854447439353,10.5121293800539,21.5633423180593,1.34770889487871,343",
20250928040000,nigerianeye.com,julius abure;obiora ifoh,nnamdi azikiwe international airport;labour party,"4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013;1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN",,"-2.96495956873315,3.77358490566038,6.73854447439353,10.5121293800539,21.5633423180593,1.34770889487871,343",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928040000,guardian.ng,mama pee;julius abure;obiora ifoh;moses yamu;peter akah peter,edo state police public relations;nnamdi azikiwe international airport;labour party;national publicity,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013",,"-8.80681818181818,2.27272727272727,11.0795454545455,13.3522727272727,19.3181818181818,0.852272727272727,329",
20250928030000,eurasiareview.com,fidel amakye owusu;robert dussey;jamaat nusrat al-islam;omar touray;christopher musa,economic community of west africa states;global center;w national park;united nations;reuters;african union,"5#Borno State, Borno, Nigeria#NI#NI27#11.5#13#-2003010;4#Lake Chad, Nigeria (General), Nigeria#NI#NI00#13.3285#14.1217#-2003602;5#Yobe State, Yobe, Nigeria#NI#NI44#12#11.5#9153504;1#Burkina Faso#UV#UV#13#-2#UV;1#Cameroon#CM#CM#6#12#CM;1#Benin#BN#BN#9.5#2.25#BN;1#Togo#TO#TO#8#1.166667#TO;1#Chad#CD#CD#15#19#CD;1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI",KILL#54##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_T03_DEAD#54##1#Benin#BN#BN#9.5#2.25#BN;KILL#34##1#Burkina Faso#UV#UV#13#-2#UV;CRISISLEX_T03_DEAD#34##1#Burkina Faso#UV#UV#13#-2#UV;KILL#54##1#Togo#TO#TO#8#1.166667#TO;CRISISLEX_T03_DEAD#54##1#Togo#TO#TO#8#1.166667#TO;KILL#2##1#Burkina Faso#UV#UV#13#-2#UV;CRISISLEX_T03_DEAD#2##1#Burkina Faso#UV#UV#13#-2#UV;KILL#10##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_T03_DEAD#10##1#Nigeria#NI#NI#10#8#NI;,"-6.125,1.75,7.875,9.625,17.125,0.25,717",
20251221170000,lne.es,,,1#Spain#SP#SP#40#-4#SP;1#Benin#BN#BN#9.5#2.25#BN,,"0,1.65289256198347,1.65289256198347,3.30578512396694,15.702479338843,0,108",srclc:spa;eng:GT-SPA 1.0
20251019233000,thenationonlineng.net,bayo onanuga;omo noba nedo;ahmed tinubu,benin traditional council,"4#Adamawa, Nigeria (General), Nigeria#NI#NI00#11.4833#10.9667#-1997189;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN",,"6.5891472868217,8.52713178294574,1.93798449612403,10.4651162790698,12.4031007751938,0,227",
20251019233000,thenationonlineng.net,bayo onanuga;omo noba nedo;ahmed tinubu,benin traditional council,"4#Adamawa, Nigeria (General), Nigeria#NI#NI00#11.4833#10.9667#-1997189;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN",,"6.5891472868217,8.52713178294574,1.93798449612403,10.4651162790698,12.4031007751938,0,227",
20251019211500,24haubenin.info,,committee election national standalone,1#Benin#BN#BN#9.5#2.25#BN,,"3.40425531914894,5.1063829787234,1.70212765957447,6.80851063829787,15.3191489361702,0.425531914893617,213",srclc:fra;eng:GT-FRA 1.0
20251008170000,kuna.net.kw,shegun adjadi bakari,kuwait foreign ministry;foreign affairs abdullah al-yahya,1#Benin#BN#BN#9.5#2.25#BN;1#Kuwait#KU#KU#29.5#47.75#KU,,"3.8961038961039,3.8961038961039,0,3.8961038961039,9.09090909090909,0,62",
20251008170000,kuna.net.kw,shegun adjadi bakari,kuwait foreign ministry;foreign affairs abdullah al-yahya,1#Benin#BN#BN#9.5#2.25#BN;1#Kuwait#KU#KU#29.5#47.75#KU,,"3.8961038961039,3.8961038961039,0,3.8961038961039,9.09090909090909,0,62",
20251008181500,allafrica.com,iyeki rdole;whatsapp linkedin,benin traditional council,"4#Owerri, Imo, Nigeria#NI#NI28#5.48333#7.03041#-2024488;4#Keffi, Jigawa, Nigeria#NI#NI39#12.2744#8.96828#-2015594;1#Benin#BN#BN#9.5#2.25#BN;4#Kaduna, Kaduna, Nigeria#NI#NI23#10.5231#7.44028#-2014086;4#Sokoto, Sokoto, Nigeria#NI#NI51#13.0609#5.23902#-2026911;4#Lagos, Lagos, Nigeria#NI#NI05#6.45306#3.39583#-2017355;1#Nigeria#NI#NI#10#8#NI;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;4#Kano, Kano, Nigeria#NI#NI29#11.9964#8.51667#-2014610",,"1.25195618153365,3.91236306729264,2.660406885759,6.57276995305164,21.9092331768388,1.25195618153365,605",
20251217124500,africatopsuccess.com,immaculate conception,national guard,1#Benin#BN#BN#9.5#2.25#BN,,"-5.03597122302158,3.11750599520384,8.15347721822542,11.2709832134293,20.863309352518,0,404",srclc:fra;eng:GT-FRA 1.0
20251217124500,africatopsuccess.com,immaculate conception,national guard,1#Benin#BN#BN#9.5#2.25#BN,,"-5.03597122302158,3.11750599520384,8.15347721822542,11.2709832134293,20.863309352518,0,404",srclc:fra;eng:GT-FRA 1.0
20251217124500,africatopsuccess.com,immaculate conception,national guard,1#Benin#BN#BN#9.5#2.25#BN,,"-5.03597122302158,3.11750599520384,8.15347721822542,11.2709832134293,20.863309352518,0,404",srclc:fra;eng:GT-FRA 1.0
20251217131500,arise.tv,melissa enoch,nigeria institute of international affairs;a senior research,1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;1#Liberia#LI#LI#6.5#-9.5#LI;1#Sierra Leone#SL#SL#8.5#-11.5#SL,,"-4.23892100192678,2.50481695568401,6.74373795761079,9.2485549132948,20.0385356454721,3.46820809248555,493",
20251217131500,aljazeera.net,thomas bonnie,reuters,1#France#FR#FR#46#2#FR;1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN,,"-8.03212851405623,2.81124497991968,10.8433734939759,13.6546184738956,18.8755020080321,0.401606425702811,234",srclc:ara;eng:GT-ARA 1.0
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217101500,defenceweb.co.za,joe wright;romuald wadagni;pascal tigri;dagvin anderson;barbara geddes;erica frantz;jamaat nusrat al-islam;john joseph chin,european union;sahel alliance;carnegie mellon university;african union;economic community of west african states ecowas,"1#Niger#NG#NG#16#8#NG;1#Nigeria#NI#NI#10#8#NI;1#Russia#RS#RS#60#100#RS;1#Burkina Faso#UV#UV#13#-2#UV;1#Benin#BN#BN#9.5#2.25#BN;1#France#FR#FR#46#2#FR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#Togo#TO#TO#8#1.166667#TO;1#Mali#ML#ML#17#-4#ML",KIDNAP#2#seniormost army officers#1#Nigeria#NI#NI#10#8#NI;ARREST#14##1#Nigeria#NI#NI#10#8#NI;SOC_GENERALCRIME#14##1#Nigeria#NI#NI#10#8#NI;CRISISLEX_C07_SAFETY#14##1#Nigeria#NI#NI#10#8#NI;,"-5.83067092651757,2.07667731629393,7.9073482428115,9.98402555910543,19.3290734824281,0.23961661341853,1129",
20251217104500,withinnigeria.com,bola tinubu;akintayo balogun;bayo onanuga,national assembly;national defence council,1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI,,"-1.35135135135135,3.68550368550369,5.03685503685504,8.72235872235872,17.9361179361179,0.122850122850123,763",
20251217104500,nigeriasun.com,pascal tigri;bertin bada;thomas boni yayi;chabi yayi,nigeria senate;committee for refoundation;economic community of west african states,1#Nigeria#NI#NI#10#8#NI;1#Benin#BN#BN#9.5#2.25#BN;1#Togo#TO#TO#8#1.166667#TO,ARREST#30##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_C07_SAFETY#30##1#Benin#BN#BN#9.5#2.25#BN;,"-8.71934604904632,1.63487738419619,10.3542234332425,11.9891008174387,20.9809264305177,0,338",
