Date,SourceCommonName,Persons,Organizations,Locations,Counts,V2Tone,TranslationInfo
20251101093000,promptnewsonline.com,chidi nwabuzor,nigeria police;edo state police,"1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-5.58659217877095,2.79329608938547,8.37988826815642,11.1731843575419,30.1675977653631,0,164",
20251010071500,dailypost.ng,gabriel iduseri,divisional police,1#Benin#BN#BN#9.5#2.25#BN,,"-1.19521912350598,1.99203187250996,3.18725099601594,5.1792828685259,27.8884462151394,1.19521912350598,237",
20251010071500,dailypost.ng,gabriel iduseri,divisional police,1#Benin#BN#BN#9.5#2.25#BN,,"-1.19521912350598,1.99203187250996,3.18725099601594,5.1792828685259,27.8884462151394,1.19521912350598,237",
20251010071500,dailypost.ng,gabriel iduseri,divisional police,1#Benin#BN#BN#9.5#2.25#BN,,"-1.19521912350598,1.99203187250996,3.18725099601594,5.1792828685259,27.8884462151394,1.19521912350598,237",
20251010071500,dailypost.ng,gabriel iduseri,divisional police,1#Benin#BN#BN#9.5#2.25#BN,,"-1.19521912350598,1.99203187250996,3.18725099601594,5.1792828685259,27.8884462151394,1.19521912350598,237",
20251010071500,dailypost.ng,gabriel iduseri,divisional police,1#Benin#BN#BN#9.5#2.25#BN,,"-1.19521912350598,1.99203187250996,3.18725099601594,5.1792828685259,27.8884462151394,1.19521912350598,237",
20251010071500,dailypost.ng,gabriel iduseri,divisional police,1#Benin#BN#BN#9.5#2.25#BN,,"-1.19521912350598,1.99203187250996,3.18725099601594,5.1792828685259,27.8884462151394,1.19521912350598,237",
20251010074500,theheraldghana.com,f baah ofosuhemaa;samuel nartey george;rockson-nelson dafeamekpor;john ntim fordjour,ghana armed;jungle warfare training school in achiase;digital technology;ghana armed forces;ghana army;united states;twitter;national democratic congress;branch women organizer;parliamentary select committee on defence;patriotic party;national youth authority;member of parliament,"1#Germany#GM#GM#51.5#10.5#GM;1#South Africa#SF#SF#-30#26#SF;1#Australia#AS#AS#-25#135#AS;5#Central Region, Central, Ghana#GH#GH04#5.5#-1#-2071697;4#Accra, Greater Accra, Ghana#GH#GH01#5.55#-0.216667#-2067935;1#Nigeria#NI#NI#10#8#NI;4#Akufo, Ghana (General), Ghana#GH#GH00#5.85#-0.35#-2069039;1#Benin#BN#BN#9.5#2.25#BN;4#Bakpa, Ghana (General), Ghana#GH#GH00#6.12504#0.641223#-2070567;1#United States#US#US#39.828175#-98.5795#US;5#Eastern Region, Eastern, Ghana#GH#GH05#6.5#-0.5#-2072690;4#Buduburam, Ghana (General), Ghana#GH#GH00#5.52349#-0.478844#-2071508;1#Ghana#GH#GH#8#-2#GH;1#Togo#TO#TO#8#1.166667#TO;1#Tanzania#TZ#TZ#-6#35#TZ",,"-1.10650069156293,2.21300138312586,3.3195020746888,5.53250345781466,20.4702627939142,0.691562932226833,1310",
20251010074500,theheraldghana.com,f baah ofosuhemaa;samuel nartey george;rockson-nelson dafeamekpor;john ntim fordjour,ghana armed;jungle warfare training school in achiase;digital technology;ghana armed forces;ghana army;united states;twitter;national democratic congress;branch women organizer;parliamentary select committee on defence;patriotic party;national youth authority;member of parliament,"1#Germany#GM#GM#51.5#10.5#GM;1#South Africa#SF#SF#-30#26#SF;1#Australia#AS#AS#-25#135#AS;5#Central Region, Central, Ghana#GH#GH04#5.5#-1#-2071697;4#Accra, Greater Accra, Ghana#GH#GH01#5.55#-0.216667#-2067935;1#Nigeria#NI#NI#10#8#NI;4#Akufo, Ghana (General), Ghana#GH#GH00#5.85#-0.35#-2069039;1#Benin#BN#BN#9.5#2.25#BN;4#Bakpa, Ghana (General), Ghana#GH#GH00#6.12504#0.641223#-2070567;1#United States#US#US#39.828175#-98.5795#US;5#Eastern Region, Eastern, Ghana#GH#GH05#6.5#-0.5#-2072690;4#Buduburam, Ghana (General), Ghana#GH#GH00#5.52349#-0.478844#-2071508;1#Ghana#GH#GH#8#-2#GH;1#Togo#TO#TO#8#1.166667#TO;1#Tanzania#TZ#TZ#-6#35#TZ",,"-1.10650069156293,2.21300138312586,3.3195020746888,5.53250345781466,20.4702627939142,0.691562932226833,1310",
20251010074500,theheraldghana.com,f baah ofosuhemaa;samuel nartey george;rockson-nelson dafeamekpor;john ntim fordjour,ghana armed;jungle warfare training school in achiase;digital technology;ghana armed forces;ghana army;united states;twitter;national democratic congress;branch women organizer;parliamentary select committee on defence;patriotic party;national youth authority;member of parliament,"1#Germany#GM#GM#51.5#10.5#GM;1#South Africa#SF#SF#-30#26#SF;1#Australia#AS#AS#-25#135#AS;5#Central Region, Central, Ghana#GH#GH04#5.5#-1#-2071697;4#Accra, Greater Accra, Ghana#GH#GH01#5.55#-0.216667#-2067935;1#Nigeria#NI#NI#10#8#NI;4#Akufo, Ghana (General), Ghana#GH#GH00#5.85#-0.35#-2069039;1#Benin#BN#BN#9.5#2.25#BN;4#Bakpa, Ghana (General), Ghana#GH#GH00#6.12504#0.641223#-2070567;1#United States#US#US#39.828175#-98.5795#US;5#Eastern Region, Eastern, Ghana#GH#GH05#6.5#-0.5#-2072690;4#Buduburam, Ghana (General), Ghana#GH#GH00#5.52349#-0.478844#-2071508;1#Ghana#GH#GH#8#-2#GH;1#Togo#TO#TO#8#1.166667#TO;1#Tanzania#TZ#TZ#-6#35#TZ",,"-1.10650069156293,2.21300138312586,3.3195020746888,5.53250345781466,20.4702627939142,0.691562932226833,1310",
20251002233000,thenationonlineng.net,bola tinubu;david umahi,levante construction company,"4#Ilorin, Kwara, Nigeria#NI#NI30#8.5#4.55#-2012174;4#Eket, Akwa Ibom, Nigeria#NI#NI21#4.64122#7.92092#-2006089;4#Mokwa, Nigeria (General), Nigeria#NI#NI00#9.28333#5.05#-2019836;4#Kaduna, Kaduna, Nigeria#NI#NI23#10.5231#7.44028#-2014086;1#Benin#BN#BN#9.5#2.25#BN;4#Tegina, Niger, Nigeria#NI#NI31#10.0706#6.1906#-2027560;5#Bayelsa State, Bayelsa, Nigeria#NI#NI52#4.75#6.08333#9098614;4#Makera, Katsina, Nigeria#NI#NI24#11.9528#7.23353#10485667;4#Lagos, Lagos, Nigeria#NI#NI05#6.45306#3.39583#-2017355;1#Nigeria#NI#NI#10#8#NI;4#Jebba, Gombe, Nigeria#NI#NI55#10.4451#10.7345#10505199;4#Port Harcourt, Rivers, Nigeria#NI#NI50#4.78917#6.99861#-2025046;1#Niger#NG#NG#16#8#NG;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;4#Kwara, Zamfara, Nigeria#NI#NI57#12.3337#6.28493#-2017020;4#Nembe, Rivers, Nigeria#NI#NI50#5.08313#6.5715#10602041",KILL#4#only#1#Benin#BN#BN#9.5#2.25#BN;,"0,4.8780487804878,4.8780487804878,9.75609756097561,17.6360225140713,0.375234521575985,500",
20251002211500,thenationonlineng.net,,international association of world peace advocates;bishop kelly pastoral centre,"5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;4#Gbenga, Ogun, Nigeria#NI#NI16#6.66595#3.13303#10281304;1#Benin#BN#BN#9.5#2.25#BN",,"-3.03030303030303,3.78787878787879,6.81818181818182,10.6060606060606,16.6666666666667,0.757575757575758,124",
20251002211500,thenationonlineng.net,,international association of world peace advocates;bishop kelly pastoral centre,"5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;4#Gbenga, Ogun, Nigeria#NI#NI16#6.66595#3.13303#10281304;1#Benin#BN#BN#9.5#2.25#BN",,"-3.03030303030303,3.78787878787879,6.81818181818182,10.6060606060606,16.6666666666667,0.757575757575758,124",
20251002211500,thenationonlineng.net,,international association of world peace advocates;bishop kelly pastoral centre,"5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;4#Gbenga, Ogun, Nigeria#NI#NI16#6.66595#3.13303#10281304;1#Benin#BN#BN#9.5#2.25#BN",,"-3.03030303030303,3.78787878787879,6.81818181818182,10.6060606060606,16.6666666666667,0.757575757575758,124",
20251123180000,thenationonlineng.net,wemimo ogunde;ayodele atsenuwa;idiat akande;yemisi bamgbose;betty mould iddrisu;mandy demechi-asagba;kemi pinheiro;queen ladoja;alhaja rashidat olayinka ladoja,african women lawyers association;african woman in unfettered sustainable development;international conference,1#Nigeria#NI#NI#10#8#NI;1#Liberia#LI#LI#6.5#-9.5#LI;1#Guinea#GV#GV#11#-10#GV;1#Ghana#GH#GH#8#-2#GH;1#Benin#BN#BN#9.5#2.25#BN;1#Cameroon#CM#CM#6#12#CM,,"3.04182509505703,7.98479087452472,4.94296577946768,12.9277566539924,12.9277566539924,0,234",
20251123160000,republicoftogo.com,,,"1#Benin#BN#BN#9.5#2.25#BN;1#Togo#TO#TO#8#1.166667#TO;4#Defale, Togo (General), Togo#TO#TO00#8.28333#1.1#-1496094",,"1.93548387096774,2.58064516129032,0.645161290322581,3.2258064516129,20,0,147",srclc:fra;eng:GT-FRA 1.0
20251123160000,republicoftogo.com,,,"1#Benin#BN#BN#9.5#2.25#BN;1#Togo#TO#TO#8#1.166667#TO;4#Defale, Togo (General), Togo#TO#TO00#8.28333#1.1#-1496094",,"1.93548387096774,2.58064516129032,0.645161290322581,3.2258064516129,20,0,147",srclc:fra;eng:GT-FRA 1.0
20251123163000,jo24.net,nabil khatib,council management,1#Oman#MU#MU#21#57#MU;1#Benin#BN#BN#9.5#2.25#BN;1#Jordan#JO#JO#31#36#JO,,"3.56294536817102,4.27553444180523,0.712589073634204,4.98812351543943,18.2897862232779,0,387",srclc:ara;eng:GT-ARA 1.0
20251123163000,jo24.net,nabil khatib,council management,1#Oman#MU#MU#21#57#MU;1#Benin#BN#BN#9.5#2.25#BN;1#Jordan#JO#JO#31#36#JO,,"3.56294536817102,4.27553444180523,0.712589073634204,4.98812351543943,18.2897862232779,0,387",srclc:ara;eng:GT-ARA 1.0
20251206014500,eurasiareview.com,deutsche welle;jamaat nusrat al-islam;james barnett;oluwole ojewale;julius maada bio,alliance of sahel states;economic community of west african states;security council;hudson institute;institute for security;united nations,1#Benin#BN#BN#9.5#2.25#BN;1#Togo#TO#TO#8#1.166667#TO;1#Burkina Faso#UV#UV#13#-2#UV;1#Niger#NG#NG#16#8#NG;1#Mali#ML#ML#17#-4#ML;1#Nigeria#NI#NI#10#8#NI;1#Sierra Leone#SL#SL#8.5#-11.5#SL,KILL#54##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_T03_DEAD#54##1#Benin#BN#BN#9.5#2.25#BN;,"-3.46964064436183,3.09789343246592,6.56753407682776,9.66542750929368,20.1982651796778,0.123915737298637,722",
20251206014500,eurasiareview.com,deutsche welle;jamaat nusrat al-islam;james barnett;oluwole ojewale;julius maada bio,alliance of sahel states;economic community of west african states;security council;hudson institute;institute for security;united nations,1#Benin#BN#BN#9.5#2.25#BN;1#Togo#TO#TO#8#1.166667#TO;1#Burkina Faso#UV#UV#13#-2#UV;1#Niger#NG#NG#16#8#NG;1#Mali#ML#ML#17#-4#ML;1#Nigeria#NI#NI#10#8#NI;1#Sierra Leone#SL#SL#8.5#-11.5#SL,KILL#54##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_T03_DEAD#54##1#Benin#BN#BN#9.5#2.25#BN;,"-3.46964064436183,3.09789343246592,6.56753407682776,9.66542750929368,20.1982651796778,0.123915737298637,722",
20251206014500,guineematin.com,delmas eric,,"1#Guinea#GV#GV#11#-10#GV;4#Conakry, Capitale D'etat-Zone Speciale De Conakry, Guinea#GV#GV04#9.50917#-13.7122#-1178387;4#Dixinn, Capitale D'etat-Zone Speciale De Conakry, Guinea#GV#GV04#9.55111#-13.6731#-1179036;1#Cote D'ivoire#IV#IV#8#-5#IV;1#Benin#BN#BN#9.5#2.25#BN;1#Canada#CA#CA#60#-96#CA;4#Vienna, Wien, Austria#AU#AU09#48.2#16.3667#-1995499",,"-4.10798122065728,1.52582159624413,5.63380281690141,7.15962441314554,21.830985915493,3.52112676056338,790",srclc:fra;eng:GT-FRA 1.0
20251206030000,leadership.ng,isaac chikere;saad hanafi saad,financial crimes commission;department of state services,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-3.04568527918782,3.04568527918782,6.09137055837564,9.13705583756345,18.2741116751269,1.52284263959391,175",
20251206030000,leadership.ng,isaac chikere;saad hanafi saad,financial crimes commission;department of state services,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-3.04568527918782,3.04568527918782,6.09137055837564,9.13705583756345,18.2741116751269,1.52284263959391,175",
20251206030000,leadership.ng,isaac chikere;saad hanafi saad,financial crimes commission;department of state services,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-3.04568527918782,3.04568527918782,6.09137055837564,9.13705583756345,18.2741116751269,1.52284263959391,175",
20251206030000,leadership.ng,isaac chikere;saad hanafi saad,financial crimes commission;department of state services,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-3.04568527918782,3.04568527918782,6.09137055837564,9.13705583756345,18.2741116751269,1.52284263959391,175",
20251206030000,leadership.ng,isaac chikere;saad hanafi saad,financial crimes commission;department of state services,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"-3.04568527918782,3.04568527918782,6.09137055837564,9.13705583756345,18.2741116751269,1.52284263959391,175",
20251228014500,maliactu.net,,reuters;gambles opens,"1#Benin#BN#BN#9.5#2.25#BN;4#Niamey, Niamey, Niger#NG#NG08#13.5167#2.11667#-1084956;1#Russia#RS#RS#60#100#RS;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#France#FR#FR#46#2#FR;1#Niger#NG#NG#16#8#NG",,"-3.64298724954463,3.09653916211293,6.73952641165756,9.83606557377049,23.4972677595628,0,519",srclc:fra;eng:GT-FRA 1.0
20251228014500,maliactu.net,,reuters;gambles opens,"1#Benin#BN#BN#9.5#2.25#BN;4#Niamey, Niamey, Niger#NG#NG08#13.5167#2.11667#-1084956;1#Russia#RS#RS#60#100#RS;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;1#France#FR#FR#46#2#FR;1#Niger#NG#NG#16#8#NG",,"-3.64298724954463,3.09653916211293,6.73952641165756,9.83606557377049,23.4972677595628,0,519",srclc:fra;eng:GT-FRA 1.0
20251228013000,omnia.com.mx,al qaeda,group supporting al islam;department to war;association to operators to security,"1#Benin#BN#BN#9.5#2.25#BN;4#Abuja, Abuja Federal Capital Territory, Nigeria#NI#NI11#9.08333#7.53333#-1997013;1#Nigeria#NI#NI#10#8#NI;1#Guinea#GV#GV#11#-10#GV;1#Niger#NG#NG#16#8#NG;1#Mexico#MX#MX#23#-102#MX;3#Washington, Washington, United States#US#USDC#38.8951#-77.0364#531871",,"-6.19578686493185,0.991325898389095,7.18711276332094,8.17843866171004,20.4460966542751,0.867410161090459,746",srclc:spa;eng:GT-SPA 1.0
20251228034500,punchng.com,abdulaziz yari;aliyu wamako;adebo ogundoyin;adeyemo adeniran;teslim folarin;bayo adelabu;bola tinubu;gbenga daniel;abdullahi ganduje;benjamin kalu;ahmed aliyu;seyi tinubu;godswill akpabio;oba akeem owoade;atiku bagudu;maigari dingyadi,youth development ayodele olawande;instagram,"4#Edun, Nigeria (General), Nigeria#NI#NI00#7.46667#4.05#-2005805;1#Benin#BN#BN#9.5#2.25#BN;5#Oyo State, Oyo, Nigeria#NI#NI32#8#4#-2024630;5#Ogun State, Ogun, Nigeria#NI#NI16#7#3.58333#-2022272;1#Nigeria#NI#NI#10#8#NI;5#Sokoto State, Sokoto, Nigeria#NI#NI51#13.0833#5.25#-2026915;4#Yeye, Delta, Nigeria#NI#NI36#5.39014#5.43297#-2031742;5#Kano State, Kano, Nigeria#NI#NI29#11.5#8.5#-2014618",,"5.37383177570093,5.60747663551402,0.233644859813084,5.8411214953271,15.6542056074766,0.700934579439252,387",
20251228034500,punchng.com,abdulaziz yari;aliyu wamako;adebo ogundoyin;adeyemo adeniran;teslim folarin;bayo adelabu;bola tinubu;gbenga daniel;abdullahi ganduje;benjamin kalu;ahmed aliyu;seyi tinubu;godswill akpabio;oba akeem owoade;atiku bagudu;maigari dingyadi,youth development ayodele olawande;instagram,"4#Edun, Nigeria (General), Nigeria#NI#NI00#7.46667#4.05#-2005805;1#Benin#BN#BN#9.5#2.25#BN;5#Oyo State, Oyo, Nigeria#NI#NI32#8#4#-2024630;5#Ogun State, Ogun, Nigeria#NI#NI16#7#3.58333#-2022272;1#Nigeria#NI#NI#10#8#NI;5#Sokoto State, Sokoto, Nigeria#NI#NI51#13.0833#5.25#-2026915;4#Yeye, Delta, Nigeria#NI#NI36#5.39014#5.43297#-2031742;5#Kano State, Kano, Nigeria#NI#NI29#11.5#8.5#-2014618",,"5.37383177570093,5.60747663551402,0.233644859813084,5.8411214953271,15.6542056074766,0.700934579439252,387",
20251017004500,lanouvelletribune.info,maxim houinato,,1#Benin#BN#BN#9.5#2.25#BN,,"1.63265306122449,2.85714285714286,1.22448979591837,4.08163265306122,20,0.408163265306122,444",srclc:fra;eng:GT-FRA 1.0
20251122210000,dailypost.ng,osarobo omoyemen;moses yamu,akpata police;madam oil rice,"1#Benin#BN#BN#9.5#2.25#BN;4#Akpata, Kogi, Nigeria#NI#NI41#7.8733#6.4795#-1998857",ARREST#24##1#Benin#BN#BN#9.5#2.25#BN;SOC_GENERALCRIME#24##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_C07_SAFETY#24##1#Benin#BN#BN#9.5#2.25#BN;,"-10.8974358974359,1.28205128205128,12.1794871794872,13.4615384615385,28.2051282051282,0,296",
20251122210000,dailypost.ng,osarobo omoyemen;moses yamu,akpata police;madam oil rice,"1#Benin#BN#BN#9.5#2.25#BN;4#Akpata, Kogi, Nigeria#NI#NI41#7.8733#6.4795#-1998857",ARREST#24##1#Benin#BN#BN#9.5#2.25#BN;SOC_GENERALCRIME#24##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_C07_SAFETY#24##1#Benin#BN#BN#9.5#2.25#BN;,"-10.8974358974359,1.28205128205128,12.1794871794872,13.4615384615385,28.2051282051282,0,296",
20251122210000,dailypost.ng,osarobo omoyemen;moses yamu,akpata police;madam oil rice,"1#Benin#BN#BN#9.5#2.25#BN;4#Akpata, Kogi, Nigeria#NI#NI41#7.8733#6.4795#-1998857",ARREST#24##1#Benin#BN#BN#9.5#2.25#BN;SOC_GENERALCRIME#24##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_C07_SAFETY#24##1#Benin#BN#BN#9.5#2.25#BN;,"-10.8974358974359,1.28205128205128,12.1794871794872,13.4615384615385,28.2051282051282,0,296",
20251122210000,dailypost.ng,osarobo omoyemen;moses yamu,akpata police;madam oil rice,"1#Benin#BN#BN#9.5#2.25#BN;4#Akpata, Kogi, Nigeria#NI#NI41#7.8733#6.4795#-1998857",ARREST#24##1#Benin#BN#BN#9.5#2.25#BN;SOC_GENERALCRIME#24##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_C07_SAFETY#24##1#Benin#BN#BN#9.5#2.25#BN;,"-10.8974358974359,1.28205128205128,12.1794871794872,13.4615384615385,28.2051282051282,0,296",
20251122210000,dailypost.ng,osarobo omoyemen;moses yamu,akpata police;madam oil rice,"1#Benin#BN#BN#9.5#2.25#BN;4#Akpata, Kogi, Nigeria#NI#NI41#7.8733#6.4795#-1998857",ARREST#24##1#Benin#BN#BN#9.5#2.25#BN;SOC_GENERALCRIME#24##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_C07_SAFETY#24##1#Benin#BN#BN#9.5#2.25#BN;,"-10.8974358974359,1.28205128205128,12.1794871794872,13.4615384615385,28.2051282051282,0,296",
20251013231500,routard.com,,school children,1#Togo#TO#TO#8#1.166667#TO;1#Benin#BN#BN#9.5#2.25#BN,,"2.78884462151394,4.7808764940239,1.99203187250996,6.77290836653386,20.7171314741036,4.7808764940239,231",srclc:fra;eng:GT-FRA 1.0
20251014014500,guardian.ng,nana akufo;bola tinubu;tidjane thiam;siminalayi fubara;alassane ouattara;mohamed chambas;bassirou faye;john mahama,international monetary fund;nigerian bar association;minister of economic development adebayo adedeji;united nations;economic community of west african states;un economic commission for africa;development programme;monetary union;senior research;alliance of sahelian states,"4#Accra, Greater Accra, Ghana#GH#GH01#5.55#-0.216667#-2067935;1#Nigeria#NI#NI#10#8#NI;1#Burkina Faso#UV#UV#13#-2#UV;4#Bissau, Bissau, Guinea-Bissau#PU#PU11#11.85#-15.5833#-1488412;1#Ghana#GH#GH#8#-2#GH;1#Senegal#SG#SG#14#-14#SG;1#Russia#RS#RS#60#100#RS;1#Mali#ML#ML#17#-4#ML;1#Benin#BN#BN#9.5#2.25#BN;1#Niger#NG#NG#16#8#NG;1#France#FR#FR#46#2#FR;4#Pretoria, Gauteng, South Africa#SF#SF06#-25.7069#28.2294#-1273769;1#Togo#TO#TO#8#1.166667#TO;1#Sierra Leone#SL#SL#8.5#-11.5#SL;1#Libya#LY#LY#25#17#LY;1#Liberia#LI#LI#6.5#-9.5#LI;1#Guinea#GV#GV#11#-10#GV",KILL#555#terrorism related#1#Mali#ML#ML#17#-4#ML;,"-4.25531914893617,2.5709219858156,6.82624113475177,9.39716312056738,15.6028368794326,0,964",
20251014014500,guardian.ng,nana akufo;bola tinubu;tidjane thiam;siminalayi fubara;alassane ouattara;mohamed chambas;bassirou faye;john mahama,international monetary fund;nigerian bar association;minister of economic development adebayo adedeji;united nations;economic community of west african states;un economic commission for africa;development programme;monetary union;senior research;alliance of sahelian states,"4#Accra, Greater Accra, Ghana#GH#GH01#5.55#-0.216667#-2067935;1#Nigeria#NI#NI#10#8#NI;1#Burkina Faso#UV#UV#13#-2#UV;4#Bissau, Bissau, Guinea-Bissau#PU#PU11#11.85#-15.5833#-1488412;1#Ghana#GH#GH#8#-2#GH;1#Senegal#SG#SG#14#-14#SG;1#Russia#RS#RS#60#100#RS;1#Mali#ML#ML#17#-4#ML;1#Benin#BN#BN#9.5#2.25#BN;1#Niger#NG#NG#16#8#NG;1#France#FR#FR#46#2#FR;4#Pretoria, Gauteng, South Africa#SF#SF06#-25.7069#28.2294#-1273769;1#Togo#TO#TO#8#1.166667#TO;1#Sierra Leone#SL#SL#8.5#-11.5#SL;1#Libya#LY#LY#25#17#LY;1#Liberia#LI#LI#6.5#-9.5#LI;1#Guinea#GV#GV#11#-10#GV",KILL#555#terrorism related#1#Mali#ML#ML#17#-4#ML;,"-4.25531914893617,2.5709219858156,6.82624113475177,9.39716312056738,15.6028368794326,0,964",
20251115070000,leadership.ng,adegboyega oyetola;ahmed tinubu,,"1#Ghana#GH#GH#8#-2#GH;4#Lagos, Lagos, Nigeria#NI#NI05#6.45306#3.39583#-2017355;1#Nigeria#NI#NI#10#8#NI;1#Togo#TO#TO#8#1.166667#TO;1#Benin#BN#BN#9.5#2.25#BN;1#Liberia#LI#LI#6.5#-9.5#LI",,"1.40845070422535,5.07042253521127,3.66197183098592,8.73239436619718,13.5211267605634,1.97183098591549,324",
20251115074500,guardian.ng,ndidi dike;gani odutokun;el anatsui;jerry buhari;olu oguibe,,"1#Nigeria#NI#NI#10#8#NI;1#United States#US#US#39.828175#-98.5795#US;4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;4#Lagos, Lagos, Nigeria#NI#NI05#6.45306#3.39583#-2017355;4#Doha, Ad Daw?Ah, Qatar#QA#QA01#25.2867#51.5333#-785169;1#Benin#BN#BN#9.5#2.25#BN;1#Greece#GR#GR#39#22#GR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;4#Igbo-Ukwu, Anambra, Nigeria#NI#NI25#6.01669#7.02654#-2011172;2#New York, United States#US#USNY#42.1497#-74.9384#NY",,"2.18508997429306,4.11311053984576,1.9280205655527,6.04113110539846,22.107969151671,3.2133676092545,719",
20251115074500,guardian.ng,ndidi dike;gani odutokun;el anatsui;jerry buhari;olu oguibe,,"1#Nigeria#NI#NI#10#8#NI;1#United States#US#US#39.828175#-98.5795#US;4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;4#Lagos, Lagos, Nigeria#NI#NI05#6.45306#3.39583#-2017355;4#Doha, Ad Daw?Ah, Qatar#QA#QA01#25.2867#51.5333#-785169;1#Benin#BN#BN#9.5#2.25#BN;1#Greece#GR#GR#39#22#GR;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;4#Igbo-Ukwu, Anambra, Nigeria#NI#NI25#6.01669#7.02654#-2011172;2#New York, United States#US#USNY#42.1497#-74.9384#NY",,"2.18508997429306,4.11311053984576,1.9280205655527,6.04113110539846,22.107969151671,3.2133676092545,719",
