GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1284098326,20260115,202601,2026,2026.0411,NGA,NIGERIAN,NGA,,,,,,,,ELIMIL,RETIRED,,,,,,ELI,MIL,,1,020,020,02,1,3.0,2,1,2,6.11620795107033,5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6.0,29623,5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6.0,29623,1,Benin,BN,BN,,9.5,2.25,BN,20260115170000,https://dailypost.ng/2026/01/15/armed-forces-day-military-retirees-appeal-for-increase-in-pensions/
1284176378,20260116,202601,2026,2026.0438,BEN,BENIN,BEN,,,,,,,,TGO,TOGO,TGO,,,,,,,,0,043,043,04,1,2.8,5,1,5,-1.99680511182108,1,Benin,BN,BN,,9.5,2.25,BN,1,Togo,TO,TO,,8.0,1.166667,TO,1,Benin,BN,BN,,9.5,2.25,BN,20260116020000,https://punchng.com/nigerias-fine-moment-in-benin-c-130-mess-in-burkina-faso/
1290332528,20260221,202602,2026,2026.1397,CVL,VOTER,,,,,,CVL,,,,,,,,,,,,,1,010,010,01,1,0.0,10,1,10,2.12765957446809,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260221124500,https://lanouvelletribune.info/2026/02/presidentielle-au-benin-le-ndi-salue-les-preparatifs-mais-appelle-a-des-reformes/
1290332831,20260221,202602,2026,2026.1397,TGO,TOGO,TGO,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,10,1,10,9.21985815602837,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260221124500,https://lanouvelletribune.info/2026/02/benin-le-finab-2026-officiellement-lance-a-family-beach/
1290309314,20260221,202602,2026,2026.1397,EUR,EUROPEAN,EUR,,,,,,,,,,,,,,,,,,0,043,043,04,1,2.8,10,1,10,-1.63265306122449,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260221083000,https://tribune.com.pk/story/2593780/france-repatriates-stolen-colonial-era-talking-drum-to-ivory-coast
1290258811,20260220,202602,2026,2026.137,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,051,051,05,1,3.4,6,1,6,2.84090909090909,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260220233000,https://www.arise.tv/republic-of-benin-kunle-afolayan-productions-sign-historic-mou-to-transform-africas-film-industry/
1290309125,20260221,202602,2026,2026.1397,,,,,,,,,,,EUR,EUROPEAN,EUR,,,,,,,,0,042,042,04,1,1.9,10,1,10,-1.63265306122449,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260221083000,https://tribune.com.pk/story/2593780/france-repatriates-stolen-colonial-era-talking-drum-to-ivory-coast
1290309126,20260221,202602,2026,2026.1397,,,,,,,,,,,EUR,EUROPEAN,EUR,,,,,,,,0,145,145,14,3,-7.5,10,1,10,-1.63265306122449,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260221083000,https://tribune.com.pk/story/2593780/france-repatriates-stolen-colonial-era-talking-drum-to-ivory-coast
1290325375,20260221,202602,2026,2026.1397,EDU,UNIVERSITY,,,,,,EDU,,,BEN,BENIN,BEN,,,,,,,,1,145,145,14,3,-7.5,4,1,4,-0.95238095238095,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.2,0.116667,-2591658,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260221111500,https://burkina24.com/2026/02/21/restitution-historique-le-tambour-sacre-djidji-ayokwe-de-retour-en-cote-divoire-apres-plus-dun-siecle/
1290325427,20260221,202602,2026,2026.1397,GBREDU,UNITED KINGDOM,GBR,,,,,EDU,,,BEN,BENIN,BEN,,,,,,,,1,145,145,14,3,-7.5,2,1,2,-0.95238095238095,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.2,0.116667,-2591658,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260221111500,https://burkina24.com/2026/02/21/restitution-historique-le-tambour-sacre-djidji-ayokwe-de-retour-en-cote-divoire-apres-plus-dun-siecle/
1290258929,20260220,202602,2026,2026.137,AFR,AFRICA,AFR,,,,,,,,afa,AFRICANS,,,afa,,,,,,0,013,013,01,1,0.4,8,1,8,2.84090909090909,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260220233000,https://www.arise.tv/republic-of-benin-kunle-afolayan-productions-sign-historic-mou-to-transform-africas-film-industry/
1290258968,20260220,202602,2026,2026.137,BEN,BENIN,BEN,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,010,010,01,1,0.0,2,1,2,2.84090909090909,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260220233000,https://www.arise.tv/republic-of-benin-kunle-afolayan-productions-sign-historic-mou-to-transform-africas-film-industry/
1290258971,20260220,202602,2026,2026.137,BEN,BENIN,BEN,,,,,,,,NGA,NIGERIAN,NGA,,,,,,,,0,084,084,08,2,7.0,6,1,6,2.84090909090909,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260220233000,https://www.arise.tv/republic-of-benin-kunle-afolayan-productions-sign-historic-mou-to-transform-africas-film-industry/
1290258615,20260220,202602,2026,2026.137,GOV,AMBASSADOR,,,,,,GOV,,,EURGOV,EUROPEAN,EUR,,,,,GOV,,,1,090,090,09,2,-2.0,10,1,10,0.76045627376425,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260220231500,https://lanouvelletribune.info/2026/02/benin-les-ambassadeurs-de-lue-visitent-lusine-orano-sa-a-za-kpota/
1290279667,20260221,202602,2026,2026.1397,GOV,GOVERNMENT,,,,,,GOV,,,BEN,BENIN,BEN,,,,,,,,0,173,173,17,4,-5.0,10,1,10,-1.04811815150071,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260221021500,https://punchng.com/real-reason-i-hid-inside-aircraft-wheel-well-in-2013-edo-stowaway/
1290335691,20260221,202602,2026,2026.1397,BEN,BENIN,BEN,,,,,,,,BRA,BRAZIL,BRA,,,,,,,,1,042,042,04,1,1.9,10,1,10,0.0,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260221131500,https://www.radiofrance.fr/francemusique/podcasts/planete-ocora/la-samba-des-agudas-les-bresiliens-du-benin-6375894
1290309330,20260221,202602,2026,2026.1397,FRA,FRANCE,FRA,,,,,,,,CIV,IVORY COAST,CIV,,,,,,,,1,080,080,08,2,5.0,10,1,10,-1.63265306122449,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260221083000,https://tribune.com.pk/story/2593780/france-repatriates-stolen-colonial-era-talking-drum-to-ivory-coast
1290248450,20260220,202602,2026,2026.137,BEN,BENIN,BEN,,,,,,,,FRA,FRANCE,FRA,,,,,,,,0,043,043,04,1,2.8,2,1,2,-0.47581284694686,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,20260220213000,https://www.lepoint.fr/afrique/des-tresors-dabomey-au-tambour-parleur-de-la-cote-divoire-la-france-accelere-et-encadre-ses-6CU22KHM3BHQ3FT7K2BNME5A3E/
1290248585,20260220,202602,2026,2026.137,FRA,FRANCE,FRA,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,042,042,04,1,1.9,2,1,2,-0.47581284694686,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,20260220213000,https://www.lepoint.fr/afrique/des-tresors-dabomey-au-tambour-parleur-de-la-cote-divoire-la-france-accelere-et-encadre-ses-6CU22KHM3BHQ3FT7K2BNME5A3E/
1290248584,20260220,202602,2026,2026.137,FRA,FRANCE,FRA,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,020,020,02,1,3.0,8,1,8,-0.47581284694686,4,"Savoy, France (general), France",FR,FR00,16333,45.4,6.5,-1469951,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,20260220213000,https://www.lepoint.fr/afrique/des-tresors-dabomey-au-tambour-parleur-de-la-cote-divoire-la-france-accelere-et-encadre-ses-6CU22KHM3BHQ3FT7K2BNME5A3E/
1290258969,20260220,202602,2026,2026.137,BEN,BENIN,BEN,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,010,010,01,1,0.0,2,1,2,2.84090909090909,1,Benin,BN,BN,,9.5,2.25,BN,1,Cameroon,CM,CM,,6.0,12.0,CM,1,Benin,BN,BN,,9.5,2.25,BN,20260220233000,https://www.arise.tv/republic-of-benin-kunle-afolayan-productions-sign-historic-mou-to-transform-africas-film-industry/
1290248588,20260220,202602,2026,2026.137,FRA,FRANCE,FRA,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,141,141,14,3,-6.5,2,1,2,-0.47581284694686,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,4,"Savoy, France (general), France",FR,FR00,16333,45.4,6.5,-1469951,4,"Abomey, Zou, Benin",BN,BN18,5933,7.18286,1.99119,-1331890,20260220213000,https://www.lepoint.fr/afrique/des-tresors-dabomey-au-tambour-parleur-de-la-cote-divoire-la-france-accelere-et-encadre-ses-6CU22KHM3BHQ3FT7K2BNME5A3E/
1295809339,20260324,202603,2026,2026.2301,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,010,010,01,1,0.0,8,1,8,-0.75187969924812,4,"Kounde, Benin (general), Benin",BN,BN00,5875,10.6555,1.47732,-1334624,0,,,,,,,,4,"Kounde, Benin (general), Benin",BN,BN00,5875,10.6555,1.47732,-1334624,20260324110000,https://lanouvelletribune.info/2026/03/benin-ogoutchina-kounde-nomme-dg-interimaire-de-la-srtb-serge-ayaka-a-la-television-nationale/
1295889838,20260324,202603,2026,2026.2301,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,8,1,8,3.11614730878187,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260324200000,https://dailytrust.com/benin-council-insists-peller-got-no-approval-for-palace-visit/
1295872536,20260324,202603,2026,2026.2301,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,030,030,03,1,4.0,3,1,3,-0.4424778761062,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260324180000,https://punchng.com/edo-apc-members-protest-imposition-of-councillorship-candidate/
1295872537,20260324,202603,2026,2026.2301,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,046,046,04,1,7.0,3,1,3,-0.4424778761062,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260324180000,https://punchng.com/edo-apc-members-protest-imposition-of-councillorship-candidate/
1295873414,20260324,202603,2026,2026.2301,OPP,PROTESTER,,,,,,OPP,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,-0.4424778761062,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260324180000,https://punchng.com/edo-apc-members-protest-imposition-of-councillorship-candidate/
1295854098,20260324,202603,2026,2026.2301,ELI,ACTOR,,,,,,ELI,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,-0.29940119760479,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260324154500,https://news.abidjan.net/articles/747239/cote-divoire-long-social-justice-forme-des-journalistes-dinvestigation-et-lanceurs-dalerte-pour-renforcer-la-lutte-contre-la-corruption
1295797633,20260324,202603,2026,2026.2301,CVL,VILLAGE,,,,,,CVL,,,,,,,,,,,,,0,051,051,05,1,3.4,10,1,10,1.55555555555556,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260324093000,https://www.ilpost.it/2026/03/24/gemelli-igbo-ora-nigeria/
1295797634,20260324,202603,2026,2026.2301,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,1,073,073,07,2,7.4,10,1,10,1.55555555555556,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260324093000,https://www.ilpost.it/2026/03/24/gemelli-igbo-ora-nigeria/
1295788278,20260324,202603,2026,2026.2301,GOV,KING,,,,,,GOV,,,,,,,,,,,,,0,180,180,18,4,-9.0,1,1,1,0.29092832583972,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260324083000,https://afr.net/podcasts/americas-providential-history/2026/march/how-patrick-transformed-ireland-an-example-for-today/
1295785504,20260324,202603,2026,2026.2301,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,051,051,05,1,3.4,20,1,20,1.03092783505154,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324074500,https://malijet.com/actualite-sur-afrique/308656-le-benin-la-cote-d-ivoire-et-la-france-a-cotonou-pour-renforcer-.html
1295889702,20260324,202603,2026,2026.2301,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,043,043,04,1,2.8,16,1,10,3.11614730878187,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324200000,https://dailytrust.com/benin-council-insists-peller-got-no-approval-for-palace-visit/
1295891728,20260324,202603,2026,2026.2301,,,,,,,,,,,GHA,GHANAIAN,GHA,,,,,,,,1,057,057,05,1,8.0,1,1,1,-4.26829268292683,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324201500,https://euobserver.com/208296/kallas-takes-aim-at-russias-unethical-army-recruiting-in-africa-during-ghana-trip/
1295872383,20260324,202603,2026,2026.2301,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,046,046,04,1,7.0,3,1,3,-0.4424778761062,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324180000,https://punchng.com/edo-apc-members-protest-imposition-of-councillorship-candidate/
1295784899,20260324,202603,2026,2026.2301,IRQBUS,ASSUR,IRQ,,,,,BUS,,,NGA,NIGERIAN,NGA,,,,,,,,1,042,042,04,1,1.9,3,1,3,4.03225806451613,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324080000,https://nigerianobservernews.com/2026/03/bncl-boss-assures-imminent-return-of-the-nigerian-observer-to-newsstands/
1295784994,20260324,202603,2026,2026.2301,LAB,WORKER,,,,,,LAB,,,MED,MEDIA,,,,,,MED,,,1,020,020,02,1,3.0,3,1,3,4.03225806451613,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324080000,https://nigerianobservernews.com/2026/03/bncl-boss-assures-imminent-return-of-the-nigerian-observer-to-newsstands/
1295884178,20260324,202603,2026,2026.2301,BEN,BENIN,BEN,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,051,051,05,1,3.4,10,1,10,-0.35714285714286,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324191500,https://76crimes.com/2026/03/24/west-african-viewpoint-seeking-jobs-for-lgbt-youths-in-benin/
1295888060,20260324,202603,2026,2026.2301,CHE,SWITZERLAND,CHE,,,,,,,,NGA,NIGERIA,NGA,,,,,,,,1,145,145,14,3,-7.5,10,1,10,0.0,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324194500,https://www.artnews.com/art-news/news/zurich-transfers-ownership-looted-benin-bronzes-to-nigeria-1234778646/
1295902012,20260324,202603,2026,2026.2301,AFR,AFRICA,AFR,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,051,051,05,1,3.4,1,1,1,4.56942003514939,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324213000,https://www.worldbank.org/en/news/feature/2026/03/24/from-potential-to-skills-and-real-jobs-how-young-women-are-powering-change-in-western-and-central-africa
1295843921,20260324,202603,2026,2026.2301,GHA,GHANA,GHA,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,057,057,05,1,8.0,4,1,4,-5.14705882352941,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324150000,https://www.africanews.com/2026/03/24/ghana-eu-sign-first-pact-to-counter-west-africas-growing-insecurity/
1295843924,20260324,202603,2026,2026.2301,GHA,GHANA,GHA,,,,,,,,IGOEUREEC,THE EUROPEAN UNION,EUR,EEC,,,,IGO,,,1,057,057,05,1,8.0,4,1,4,-5.14705882352941,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324150000,https://www.africanews.com/2026/03/24/ghana-eu-sign-first-pact-to-counter-west-africas-growing-insecurity/
1295873274,20260324,202603,2026,2026.2301,LEG,CONGRESS,,,,,,LEG,,,BENGOV,BENIN,BEN,,,,,GOV,,,1,141,141,14,3,-6.5,10,1,10,-0.4424778761062,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324180000,https://punchng.com/edo-apc-members-protest-imposition-of-councillorship-candidate/
1295891993,20260324,202603,2026,2026.2301,CVL,CITIZEN,,,,,,CVL,,,GHA,GHANAIAN,GHA,,,,,,,,1,057,057,05,1,8.0,3,1,3,-4.26829268292683,1,Cote D'ivoire,IV,IV,,8.0,-5.0,IV,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260324201500,https://euobserver.com/208296/kallas-takes-aim-at-russias-unethical-army-recruiting-in-africa-during-ghana-trip/
1295839500,20260324,202603,2026,2026.2301,IGOUNODEVWBK,WORLD BANK,,UNO,,,,IGO,DEV,,AFR,AFRICA,AFR,,,,,,,,1,071,071,07,2,7.4,5,1,5,3.70370370370371,4,"Bouche Du Roy, Benin (general), Benin",BN,BN00,5912,6.2952,1.93116,-1335754,4,"Bouche Du Roy, Benin (general), Benin",BN,BN00,5912,6.2952,1.93116,-1335754,4,"Bouche Du Roy, Benin (general), Benin",BN,BN00,5912,6.2952,1.93116,-1335754,20260324143000,https://medafricatimes.com/44535-world-bank-approves-240m-waca-programme-to-boost-coastal-resilience-and-blue-economy-in-west-africa.html
1295892717,20260324,202603,2026,2026.2301,UKR,UKRAINE,UKR,,,,,,,,CMR,CAMEROON,CMR,,,,,,,,1,190,190,19,4,-10.0,3,1,3,-4.26829268292683,1,Benin,BN,BN,,9.5,2.25,BN,1,Cote D'ivoire,IV,IV,,8.0,-5.0,IV,1,Benin,BN,BN,,9.5,2.25,BN,20260324201500,https://euobserver.com/208296/kallas-takes-aim-at-russias-unethical-army-recruiting-in-africa-during-ghana-trip/
1299405375,20260415,202604,2026,2026.2877,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,4,1,4,4.18760469011725,4,"Ketu, Benin (general), Benin",BN,BN00,5926,7.36332,2.59978,-1334257,0,,,,,,,,4,"Ketu, Benin (general), Benin",BN,BN00,5926,7.36332,2.59978,-1334257,20260415224500,https://theheraldghana.com/abla-dzifa-gomashie-calls-for-support-for-sokpoe-tortzogbeza/
1299405377,20260415,202604,2026,2026.2877,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,022,022,02,1,3.2,4,1,4,4.18760469011725,4,"Ketu, Benin (general), Benin",BN,BN00,5926,7.36332,2.59978,-1334257,0,,,,,,,,4,"Ketu, Benin (general), Benin",BN,BN00,5926,7.36332,2.59978,-1334257,20260415224500,https://theheraldghana.com/abla-dzifa-gomashie-calls-for-support-for-sokpoe-tortzogbeza/
1299397282,20260415,202604,2026,2026.2877,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,0,010,010,01,1,0.0,5,1,5,6.44257703081232,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260415213000,https://nigerianobservernews.com/2026/04/benin-hosts-57000-worshippers-as-loveworld-crusade-peaks-with-night-of-bliss/
1299397446,20260415,202604,2026,2026.2877,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,1,046,046,04,1,7.0,8,1,8,6.44257703081232,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260415213000,https://nigerianobservernews.com/2026/04/benin-hosts-57000-worshippers-as-loveworld-crusade-peaks-with-night-of-bliss/
1299411034,20260415,202604,2026,2026.2877,OPP,ACTIVIST,,,,,,OPP,,,,,,,,,,,,,1,010,010,01,1,0.0,10,1,10,-4.35779816513761,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260415233000,https://lanouvelletribune.info/2026/04/afrique-du-sud-kemi-seba-arrete-selon-bip-radio/
1299411035,20260415,202604,2026,2026.2877,OPP,ACTIVIST,,,,,,OPP,,,,,,,,,,,,,1,173,173,17,4,-5.0,10,1,10,-4.35779816513761,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260415233000,https://lanouvelletribune.info/2026/04/afrique-du-sud-kemi-seba-arrete-selon-bip-radio/
1299407556,20260415,202604,2026,2026.2877,BEN,COTONOU,BEN,,,,,,,,,,,,,,,,,,1,141,141,14,3,-6.5,10,1,10,0.37878787878788,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260415230000,https://www.arib.info/index.php?option=com_content&task=view&id=23792&Itemid=138
1299407608,20260415,202604,2026,2026.2877,CVL,CITIZEN,,,,,,CVL,,,,,,,,,,,,,1,090,090,09,2,-2.0,10,1,10,0.37878787878788,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260415230000,https://www.arib.info/index.php?option=com_content&task=view&id=23792&Itemid=138
1299479390,20260416,202604,2026,2026.2904,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,0,051,051,05,1,3.4,7,1,7,6.25832223701731,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260416093000,https://africa.com/speak-up-africas-2025-impact-report-a-year-of-solutions-and-action/
1299479392,20260416,202604,2026,2026.2904,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,0,070,070,07,2,7.0,7,1,7,6.25832223701731,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260416093000,https://africa.com/speak-up-africas-2025-impact-report-a-year-of-solutions-and-action/
1299476540,20260416,202604,2026,2026.2904,BENLEG,BENIN,BEN,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,10,1,10,1.47058823529412,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260416084500,http://french.xinhuanet.com/20260416/641648f561074ef58fd31869c56e1ebf/c.html
1299484979,20260416,202604,2026,2026.2904,MIL,MILITARY,,,,,,MIL,,,,,,,,,,,,,1,193,193,19,4,-10.0,8,1,8,-2.71493212669684,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260416094500,https://www.franceinfo.fr/monde/afrique/l-influenceur-anticolonialiste-kemi-seba-dechu-de-sa-nationalite-francaise-a-ete-arrete-en-afrique-du-sud_7942922.html
1299490984,20260416,202604,2026,2026.2904,BENGOV,COTONOU,BEN,,,,,GOV,,,,,,,,,,,,,0,112,112,11,3,-2.0,10,1,10,-5.76923076923077,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260416103000,https://senego.com/kemi-seba-arrete-a-pretoria-le-montant-debourse-pour-sa-fuite-vers-le-zimbabwe_1950468.html
1299488354,20260416,202604,2026,2026.2904,AFR,AFRICA,AFR,,,,,,,,,,,,,,,,,,0,042,042,04,1,1.9,8,1,8,-6.10526315789474,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260416103000,https://www.yahoo.com/news/articles/wanted-activist-arrested-south-africa-095818347.html
1299498214,20260416,202604,2026,2026.2904,ZAF,PRETORIA,ZAF,,,,,,,,,,,,,,,,,,1,173,173,17,4,-5.0,1,1,1,-6.95970695970696,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260416113000,https://www.africanews.com/2026/04/16/beninese-pan-african-activist-kemi-seba-arrested-in-south-africa/
